NUM_SINISTRE;NUM_CONTRAT;LIB_BRANCHE;LIB_SOUS_BRANCHE;LIB_PRODUIT;NATURE_SINISTRE;LIB_TYPE_SINISTRE;TAUX_RESPONSABILITE;DATE_SURVENANCE;DATE_DECLARATION;DATE_OUVERTURE;OBSERVATION_SINISTRE;LIB_ETAT_SINISTRE;LIEU_ACCIDENT;MOTIF_REOUVERTURE;MONTANT_ENCAISSE;MONTANT_A_ENCAISSER
20013000651;2000300000121;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS HORS IDA;0;2001-12-19 00:00:00.000;2001-12-25 00:00:00.000;2001-12-25 00:00:00.000;;CLOTURE;;NULL;0;1327,785
20013000235;2001300000425;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS HORS IDA;0;2001-05-21 00:00:00.000;2001-05-23 00:00:00.000;2001-05-23 00:00:00.000;;CLOTURE;;NULL;0;1414,838
20053001882;2005301003974;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2005-07-29 00:00:00.000;2005-09-23 00:00:00.000;2005-10-18 00:00:00.000;;CLOTURE;;NULL;0;638,845
20053002053;2005301009466;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2005-09-10 00:00:00.000;2005-10-21 00:00:00.000;2005-10-27 00:00:00.000;;CLOTURE;SIDI NEJI;NULL;0;1877,647
20063001028;2005301005047;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2006-01-05 00:00:00.000;2006-02-20 00:00:00.000;2006-06-12 00:00:00.000;;CLOTURE;;NULL;0;120
20063000193;2005301010790;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE HORS IDA;100;2006-01-09 00:00:00.000;2006-01-19 00:00:00.000;2006-03-15 00:00:00.000;;CLOTURE;;NULL;624,872;0
20023000849;2001300001717;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS HORS IDA;0;2002-11-27 00:00:00.000;2002-11-27 00:00:00.000;2002-11-29 00:00:00.000;;CLOTURE;;NULL;0;303,389
20063000370;2005301010433;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2006-02-09 00:00:00.000;2006-02-16 00:00:00.000;2006-04-06 00:00:00.000;;CLOTURE;HAMMAMET;NULL;0;184,6
20063001680;2005301003006;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2006-07-11 00:00:00.000;2006-07-21 00:00:00.000;2006-08-16 00:00:00.000;;CLOTURE;MARSA;NULL;0;319,913
20053003121;2001300000229;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE HORS IDA;100;2005-07-05 00:00:00.000;2006-05-12 00:00:00.000;2006-06-13 00:00:00.000;;CLOTURE;;NULL;0;695
20053002897;2005301005822;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE HORS IDA;100;2005-10-08 00:00:00.000;2006-01-13 00:00:00.000;2006-01-17 00:00:00.000;;CLOTURE;KORBA;NULL;0;324,05
20053001914;2005301006902;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE HORS IDA;100;2005-10-10 00:00:00.000;2005-10-17 00:00:00.000;2005-10-20 00:00:00.000;;CLOTURE;BEN AROUS;NULL;0;4613
20033000127;2002300000326;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2003-02-12 00:00:00.000;2003-02-19 00:00:00.000;2003-02-26 00:00:00.000;;CLOTURE;ARIANA;NULL;0;772,925
20033000195;2001300000879;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2003-02-03 00:00:00.000;2003-03-12 00:00:00.000;2003-03-12 00:00:00.000;;CLOTURE;ZONE PORTUERE RADES;NULL;0;129,998
20033000354;2001300000480;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2003-04-29 00:00:00.000;2003-04-29 00:00:00.000;2003-05-13 00:00:00.000;;CLOTURE;EL MANZAH 5;NULL;0;0
20033000506;2003300000898;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE HORS IDA;100;2003-07-22 00:00:00.000;2003-07-23 00:00:00.000;2003-07-23 00:00:00.000;;CLOTURE;;NULL;53,785;2627,21
20053003123;2005301005839;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;GESTION ETRANGERE;100;2005-08-29 00:00:00.000;2006-04-25 00:00:00.000;2006-06-14 00:00:00.000;;CLOTURE;;NULL;800;0
20063001645;2005301002484;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2006-05-15 00:00:00.000;2006-06-07 00:00:00.000;2006-08-11 00:00:00.000;;CLOTURE;TUNIS;NULL;0;788,132
20063001059;2005301000910;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE HORS IDA;100;2006-02-21 00:00:00.000;2006-05-16 00:00:00.000;2006-06-13 00:00:00.000;;CLOTURE;TUNIS;NULL;0;200
20053002275;2005301005071;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE HORS IDA;100;2005-11-22 00:00:00.000;2005-11-25 00:00:00.000;2005-12-27 00:00:00.000;;CLOTURE;AUTOROUTE TUNIS SOUSSE;NULL;1100;1839,633
20053001360;2005301009333;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE HORS IDA;100;2005-07-27 00:00:00.000;2005-08-16 00:00:00.000;2005-08-19 00:00:00.000;;CLOTURE;RTE MORNAGUIA - TUNIS;NULL;0;2618,9
20053001560;2005301002669;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE HORS IDA;100;2005-08-26 00:00:00.000;2005-09-08 00:00:00.000;2005-09-08 00:00:00.000;;CLOTURE;SIDI BOUALI;NULL;0;4776,777
20033000701;2002300000623;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS HORS IDA;0;2003-08-28 00:00:00.000;2003-09-09 00:00:00.000;2003-09-09 00:00:00.000;;CLOTURE;;NULL;0;0
20053002940;2005301004445;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2005-12-26 00:00:00.000;2006-01-19 00:00:00.000;2006-02-28 00:00:00.000;;CLOTURE;;NULL;0;460,899
20063000602;2006301003549;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2006-04-27 00:00:00.000;2006-05-12 00:00:00.000;2006-05-30 00:00:00.000;;CLOTURE;DAOUAR HICHER TUNIS;NULL;0;1649,28
20033000740;2003300000194;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS HORS IDA;0;2003-09-04 00:00:00.000;2003-09-08 00:00:00.000;2003-09-08 00:00:00.000;;CLOTURE;;NULL;0;2608,031
20033000753;2001300001021;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;100;2003-09-24 00:00:00.000;2003-09-24 00:00:00.000;2003-09-26 00:00:00.000;;CLOTURE;;NULL;0;1466,499
20033000762;2003300000453;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;100;2003-09-19 00:00:00.000;2003-09-19 00:00:00.000;2003-10-02 00:00:00.000;;CLOTURE;SIDI FATHALLA DJEBAL EJELOUD      TUNIS;NULL;0;626,08
20033000846;2001300001000;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;100;2003-10-15 00:00:00.000;2003-10-20 00:00:00.000;2003-10-31 00:00:00.000;;CLOTURE;KAIROUAN;NULL;0;0
20033000883;2003300000453;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;0;2003-11-09 00:00:00.000;2003-11-11 00:00:00.000;2003-11-11 00:00:00.000;;CLOTURE;;NULL;0;2264,211
20043000305;2003300000926;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;100;2004-04-12 00:00:00.000;2004-04-13 00:00:00.000;2004-04-13 00:00:00.000;;CLOTURE;;NULL;0;213,98
20033101142;2000300000238;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;CORPOREL;NULL;100;2003-07-12 00:00:00.000;2003-07-15 00:00:00.000;2003-07-15 00:00:00.000;;CLOTURE;;NULL;0;13610,88
20063000750;2005301007145;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2006-02-04 00:00:00.000;2006-04-06 00:00:00.000;2006-06-05 00:00:00.000;;CLOTURE;RTE MAHDIA MERKEZ SEBAI SFAX;NULL;0;700,815
20053002670;2005301008990;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2005-10-29 00:00:00.000;2005-11-24 00:00:00.000;2006-01-30 00:00:00.000;;CLOTURE;;NULL;0;594,286
20053002067;2004300003452;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2005-10-20 00:00:00.000;2005-10-27 00:00:00.000;2005-11-01 00:00:00.000;;CLOTURE;AV ALI BELHOUANE.  SAHLINE;NULL;0;1442,1
20053002771;2005301004960;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2005-11-12 00:00:00.000;2005-12-15 00:00:00.000;2006-02-07 00:00:00.000;;CLOTURE;AUTOROUTE TUNIS HAMMAMET;NULL;0;168,353
20053002308;2005301900558;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2005-11-01 00:00:00.000;2005-11-11 00:00:00.000;2006-01-03 00:00:00.000;;CLOTURE;TABARKA;NULL;0;329,756
20053002353;2005301005045;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;100;2005-12-03 00:00:00.000;2005-12-05 00:00:00.000;2006-01-05 00:00:00.000;;CLOTURE;;NULL;0;1196,894
20063000127;2006301007517;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2006-01-19 00:00:00.000;2006-01-25 00:00:00.000;2006-03-01 00:00:00.000;;CLOTURE;CITE ERRIADH LA MARSA;NULL;0;50
20053002579;2005301005718;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2005-11-16 00:00:00.000;2005-11-29 00:00:00.000;2006-01-20 00:00:00.000;;CLOTURE;PLACE FARHAT HACHAD;NULL;0;199,5
